Yorum,Label
telefonu bir haftadır kullanıyorum şunları vurgulamak istiyorum 1telefonu elinize aldinizda premium bir havası var 2sonsuz ekran efsane 3piladamlar bitmeyen pil yapmışlar 3 güne kadar gittiği oldu 4kamera fena değil 5müzik dinleyenler icin kulaklıktan gelen surround ses iyi 6ve fiyat başarılı hepsiburada sende başarılısın samsung türkiye sanada tesekkür ederim hediye çeki icin,1
dizaynını oldukça başarılı ön tasarım batarya ekranın büyük olması samsung türkiye garantili olması ayrıca hb nın 250tl lik sepette indirimi 250 tl lik hediye çeki jesti iyi geldi bunların yanında birde 32gb samsung hafıza kartı anlatılamaz,1
hoş kullanışlı eşime doğum hediyesi olarak aldım tavsiye ediyorum,1
telefonu 21 şubatta ön ödeme buradadan sipariş vererek aldım telefon elime ulaştı 1 haftadır kullanıyorum kampanya fiyatlarına göre düşününce cihaz öne çıkan özellikleriyle gerçekten mükemmel telefonu seçmemde önemli etmenler büyük ekran güçlü batarya samsung türkiye garantisi oldu ekran gayet güzel kriterlerde telefon arayanlar gerçekten ideal önerebilecek bir cihaz kampanya burada samsunga teşekkürler,1
fiyat performans açısından iyi 250 tl indirim 250 tl hediye çekiyle beraber aldım pil ömrü iyi fotoğraf kalitesi yeterli hızı yeterli paraya böyle bi telefon zor alırdım kasası plastik diyenler ben bütün telefonlarımı kılıf içinde kullanıyorum yüzden kasası metal cam falan benim problem değil ayrıca samsung ismini kötüye çıkaracak bi cihaz yapmaz düşünüyorum teşekkürler hepsiburada,1
ürün fiyatına göre güzel bataryası hızlı doluyor gün boyu oynadığım halde batarya 2 gün gidiyo,1
tasarım olarak gayet şıkbataryası güzel 12 saat boyunca şarjı 30 eksildi hor kullandım süre zarfında bataryası güzelfiyat performans açısından güzel bir cihaz,1
telefonu hepsiburada sayesinde uygun bi fiyata aldım telefonun artıları eksileri bataryası iyi akıllı telefon olup şekilde uzun kullanım süresi sunan başka tel görmedim malzemesi s serisi kadar iyi değil j serisi kadar kötü değil ekran devasal büyüklükte samsung türkiyenin hafıza kartı hediyesi içinde ayrıca memnunum orta bi telefon isteyenler bende tek seçenek,1
açıkçası çekimserdim sipariş verirken senelerdir samsung kullanmıyorum kampanya cazip geldi kesinlikle tavsiye ederim batarya muazzam telefonu cok aktif kullaniyorum 2 5 gun gidiyor kamera benim icin önemli fiyata kadar iyi olmasini hic beklemezdim düşük ışıkta bile iyi ekranı iyi hızı korktugum degil gayet iyi tasarımi cok şık ses kalitesi iyi bayağı ağır bataryadan sebep orta segment bir telefona gore gayet iyi bir secenek olumsuz yönleri evet plastik kasa oluşu 32 gb olmasi fakat eksiler zaten fiyatını kadar uygun yapan ben kullanan olarak memnunum tavsiye ederim,1
öncelikle telefonu almak isteyenlere kesinlikle tereddüt etmeden almalarını öneririm 1hafta önce elime geçti ben alamadan önce yorumları okudum biraz terredütlüydüm telefon elime geldiğinde memnun kaldım yanında 32 gb hafıza kartı yolladılar teşekkürler samsung mavi rengi aldım ben mükemmel duruyor kenarları ekranı telefonun duruşu harika şarj konusunda mükemmel elimden düşmüyor 2 tam günü çıkarıyor 5000 mah pil güzel kamerası ideal almak isteyenler tereddüt etmeden almalılar,1
telefonu liseye giden oğlum aldım teslimat süresi tam zamanında geldi oğlum ben telefonu beğendik geniş ekran yüz tanıma güçlü pil tavsiye ederim,1
ürün süper kaliteli fiyatı süperrr samsung tartışmasız iyisi kesinlikle tavsiye ederim,1
5000mah batarya samsung türkiye garantisi hafıza kartı hediyesi hediye çekiyle maliyete mantıklı telefon an ekran kalitesi gayet yeterli büyük ekranında film izlemek keyifli tek eksisi malzeme kalitesi fiyatı düşünülünce rahatsız etmeyecek seviyede,1
telefon özellikleri iyi özellikle bataryası 5000 amp olması güzel ekran büyük kamerası diğer telefonlara göre harika özelliklere göre fiyatı uygun alacak olanlar düşünmeyin diğer kötü yorumlara aldanmayın,1
telefonu ilk açınca kocaman parlak bir ekran sizi karşılıyor şarjı yoğun kullanımda bile iki gün gidiyor hızlı şarj etmesi ayrı bir güzellik tabikutunun içerisinden hafıza kartı hediye olarak çıkıyor fiyata alınabilecek güzel telefon bence teşekkürler hepsiburada,1
ürün uzun pil ömrü 6 3 inç ekranına rağmen çerçevesiz ekranından dolayı ele rahat sığan tasarımıyla farkını gösteriyor tavsiye ederim,1
fiyatlara tasarımı güzel ekonomik güzeli 24 ay samsung servislerinde garantili bir telefon kullanım arayüzü rahat şarjı konusu harika yaklaşık 2 güne kadar idare ediyor,1
fiyata 63 inch ekran hızlı şarj çift kamera 5000mah pil iyi sorunsuz gayet hızlı çalışıyor,1
cihazı alalı 1 hafta oldu ilk gözlemlerim oldukça olumlu artı yönleri işlemcisi oldukça iyi 5000 mah batarya normal kullanımla 2 günü rahat çıkarıyor kamerası orta sınıf bir telefona göre oldukça iyi ekran olduça büyük tutma kavrama oldukça rahat ekran gövde oranı oldukça iyi eksi yön olarak süper amoled olmaması diyebilirim bana göre pek eksi yön değil amoled parlak bi ekran deneyimi sunsa bataryanın çabuk bitmesine oluyor ayrıca plastik gövde böyle bir cihaza yakışmamış metal olmalıydı,1
buradan telefon almak bir başka gözel telefonum biraz geç gelsede değdi diyebilirim bataryası üç gün dayandı kasa gürsel olarak muhteşem fiyatta böyle bir telefon bence bütün ihtiyaçlarınızı karşılar huway ixaomi alacağıma samsung alırım iyi alan arkadaşlara tavsiye ederim ben memnunum bueadaya teşekürler,1
ürün belirtilen tarihten önce tarafına ulaştı eşime hediye olarak aldım huawei p9 lite sen sonra eşim cihazı görür görmez şaşırdı beğendi kendisi teknolojiyi sonuna kadar kullanan elindeki cihazı tam anlamıyla özellikleriyle kullanan birisi bataryası harika eskiden günde iki şarj ederken simdi iki günde bir şarj ediyoruz ekran ışığını sonuna kadar açınca bildiğiniz projektör resmen göz kamaştırıcı hızı harika güzeli yüz tanıma iyi çalışıyor görüntüsüne zaten diyecek bir yok olumsuz yorumlara aldanmayin ayni kategorideki cihazlarla kıyaslayarak alin pişman olamazsınız hafiza kartı hediyesi güzel bir sürpriz su teşekkürler hepsiburada samsung,1
ürün güzel satıcı başarılı teşekkürler hepsiburada,1
telefon fiyatına göre iyi samsung sektörün önemli firmalarından birisi samsung türkiye garanti avantajına sahip yanında 32 gb hafıza kartı geldi iyi oldu bir tek bildirim ışığının olmaması kötü oldu onun dışında gayet memnunum ayrıca oldukça hızlı kargolandı hepsiburada belirtildiğinden 2 gün önce elime ulaştı,1
ödediğim kuruşu sonuna kadar hak ediyor yüz parmak sensörleri harika dev pilinden dolayı inanılmaz memnunum önce 16gblık a5 kullanmaktaydım 32gb 64gb hafıza kartı hafıza problemim ortadan kalktı cihazı elimden düşürmüyom şık bir tasarımı var eşime 6 ay önce j7 prime2 almıştım aynı fiyata ikisi arasında dağlar kadar fark var alacak herkese şiddetle tavsiye eserim,1
fiyat performans olarak iyi bir telefon beklentimin üstünde geldi fotoğraf çekimi pil gücü ekranı almadan kullanmadan yorum yapanlara inanmayın teşekkür ederim samsung,1
bataryası aldım,1
bence fiyatlara göre alınabilecek iyi telefonlardan bir tanesi bataryası ekranı gayet iyi bir telefon,1
tam bir fiyat performans ürünü telefon hepsiburada güvencesi hızlı sürede elime ulaştı telefonun ekranı bataryası harika kamerası biraz iyi olabilirdi fiyata göre iyi samsung gerçekten iyi cihazlar üretiyor hepsiburadaya teşekkür ederim güvenilir hızlı alışveriş,1
pili hızı kamerası mükemmel herkese öneririm,1
hepsiburadadan aldığım samsung m20 telefondan kadar menününki anlatamam15 2 gün giden bataryası sayesinde işimi görüyorumkamerasınıda beğendimsamsung türkiye ye teşekkür ediyorum güzel telefonu bizlere sunduğu,1
öncelikle hepsiburadacom a bize fırsatı verdiği teşekkür ediyorum telefon rakiplerine nazaran marka değeri garantisi fiyat avantajı yönünden bir adım öne geçiyor özellikleri değerlendirecek olursak batarya gücü kamera foto çekimleri tatmin edici boyutta anda tek eksiği uygun kilif cam koruma bulamamak benim yaptırdığım cam korumadan sonra telefonun yakınlık sensörü işlevini yerine getiremedi telefonla görüşme esnasında ekran açık kaldığı yüzüme değdiğinde menüde farklı yerlere gidebiliyorsunuz yüzden cam korumasız kullanıyorum sonuçta fırsat bulunduğunda çekinmeden alabileceğiniz bir telefon,1
telefonun elde tutması vs iyi eksileri var tabi fiyata anca olur teşekkürler hepsiburada,1
telefonu incelemelerinden sonra hepsiburada sayesinde kampanyadan üstelik hediye çeki birlikte aldımtelefonumu su an kullanıyorumcok memnunumsuper hızlı estetik bir telefonhepsiburadaya tsk ederim,1
arkadaşlar telefonu kullanmayanlar bile yanıltıci yorumlar yapmistam bir fiyat performans telefonu bencesoyle izahnedelim m10 ayni kasa m10 2 gb ram 16 gb rom secenegi bile geldi makul bir parayabi tik ustu m10 3 gb ram 32 gb rom 3400 mah bataryakasa ayni damla ekran ayni fiyat bi tikm20 evet islemcisi 5000 mah bataryasi sadece ekran cikintisi cok zarif cin xiaomi huwaei vsgibi cihazlar piyasayi kasip kavururken samsung dedigim piyat performans urununu surdu piyasaya burada dikkat edilmesi gereken cihazlar acilip yazilim imei kayitlati yapiliyor hizli sarj cihazlari çaliniyorsamsung sarj cihazlariyla yollamaz makineleritelefon hizli sarj cihaz dandik eski tip olmaditek kusuru,1
batarya fotğraf kalitesi kullanımı ekran büyüklüğü yeterli güle güle kullanılır iyisi hepsiburada sayesinde uyguna aldık,1
tam fiyat performans ürünü olmuş üstüne sepet indirimi hediye çekiyle beraber tam anlamıyla süper oldu beğendim ekranı büyük işlemcisi yeterli dev bir pili var kısacası telefonu almayı düşünenlere tavsiye ediyorum,1
samsung kalitesi şıklığıyka gayet güzel bir ürün hepsiburada farkıyla güzel,1
ürün beklentilerin üstünde ben beğendim piyasada kullanılabilecek iyi galaxy serilerinden,1
esime aldik cok uzun sureler kullanan bir insan degildir onceki telefonda 2 gun gidiyordu sarji cihazda 5 gun gitti gayet basarili 3gb ram oyun oynamayan icin gayet yeterli,1
telefonu 5 gündür kullanıyorum yoğun sayılacak bir kullanımım oldugunu düşünüyorum 2 günden fazla sarzi gidiyor foto video kalitesi güzel öyle 3 5 binlik tellerden farkı yok kasası şık ilgi çekici ben tavsiye ederim kutudan 32gb kart çıktı buda süprizi oldu alınır,1
fiyata alinabilecek telefondan normal bir kullanım şarjı 2 gün gidiyor benim beklentimi fazlasıyla karşıladıtavsiye ederim,1
öncelikle cihazın tasarımı mükemmel elinize aldıgınızda dikkat çeken bir telefon oyun oynamak alınmadıktan sonra telefon kimseyi üzmez üstelik hediye çeki hepsiburada indirimi uygun bir fiyata geliyor,1
ekran kasa oranı son derece müthiş üst seviye amiral gemi seviyesinde kameraları fiyatına göre iyi 5000mah bitmek bilmiyor hızlı şarjı iyi bir tek oyun yönünden sıkıntı çıkarabilir çalıştırır lakin performans alamazsınız denemedim yönünü testler öyle diyor,1
ürünü hepsiburada dan sipariş verdim hemde ekstra indirimle sorunsuz ufak bir gecikme olmasına rağmen sağ salim elime ulaştı açıkçası beklentimin ötesinde bir telefon olmuş fiyatının üzerinde bir telefon samsung yine yapmış yapacağını kesinlikle türlü övgüye layık dokunmatik ses ekran yüz tanıma parmak izi tabiki batarya kesinlikle tavsiye ederim kendim test ettim tam 36 saat aralıksız kullandım şarjı hala varken şarja taktım batarya ayrı bir üstünlük memnun kaldigim bir tane eşime aldım teşekkürler hepsiburada teşekkürler samsung,1
sürekli yazılım kaynaklı problemli çin markalı bir telefon yerine alınabilir,1
telefonu eşime hediye olarak aldım 1 haftadır kullanıyor batarya performansı mükemmel kullanıma bağlı olarak 1 5 2 güne kadar çıkabiliyor kamera performansı tatmin edici fiyata alınacak iyi ürün,1
süper ozellik pil omrü cok iyi,1
hızlı gönderi özenli paketleme teşekkürler ürün fiyatına göre güzel özelliklee sahip kampanyalar birlikte alınacak fırsat ürünü,1
ben ön siparişle aldım sipariş verirken bir beklentim yoktu markası samsung ekranı bataryası büyük e radyosuda var demiştim telefonu elime alınca resmen şok oldum samsung yine kalitenin dibine vurmuş kamerası mükemmel kasası elde duruşu şahanezaten katalogda yazan bilgileri tek tek tekrarlamaya gerek yok özetle iyiki almışımtavsiye edermisin derseniz kesinlikle tavsiye ederim,1
10 yıldır samsung kullanicisiyim5000ma batarya sadece samsungta vardışarji 2 3 gün gidiyorinternet kullanimi dahilbeklediğimden iyi çiktiteşşekkür ederim,1
ürün öncelikle samsung garantisi güvencesindegörünüm olarak beklediğimden şıkpil efsane ekran bi amoled değil oldulça güzelalmayı düşünenlere kesinlikle tavsiye ederim,1
telefonun şarjı ben telefonu kullanan birisi olarak15gun gitmektedir fakat cok kullanmayan birisine 2 yada 25gun gidecektirkamerasi güzel durorta segmenti ürün alacaklara tavsiye ederim memnun kalırsınıztelefon kargoya verildikten sonra 2 gün içerisinde elime geçti,1
telefon iyi fiyatıda emsallerine gore uygun tavsiye ederim kesinlikle,1
hanıma aldım internete giriyor arada fotoğraf çekiyor sosyal medya vs kullaniyor fiyata böyle bir telefon almışsın istersin ona buna hava atmak değilse derdiniz tam bir fiyat performans ürünü sarjı 2 gün gidiyor süper ötesi bir,1
ürün bir hafta oldu elime geçelitelefonun tasarımı iyi ben mavisini aldım canlı plastik olduğu neredeyse belli olmuyor bataryası iyi şarj suresi kısa kamerlar iyi telefonun performansınıda begendim kısaca samsung farkı şiddetle tavsiye ederimayrica hepsiburada ailesine guvenilirliği hızlılığı müsteri memnuniyetine gösterdigi hassayitten dolayı teşekkür ederim,1
telefonu kardeşime aldım memnun zaten yıllardır samsung tercih etme sebebimiz kullanımı basit olmasıbatarya devasa güçte umarım zamanla batarya özelliğini zaman sonra kaybetmez özetleyecek olursam kardeşimde bende beğendim,1
fiyatlara alınacak bir ürün tavsiye ederim,1
alalı 2 hafta oldu fiyat segmentinde alınabilecek iyi telefonların başında geliyor kamerası oldukça yeterli çift kamera iyi çalışıyor fotoğraflar kaliteli ekran gövde olanı oldukça iyi şarjı iyi gidiyor günlük kullanım ideal bir telefon,1
ürünü babam aldım hızı kamerası sesi cok güzel satıcıya tesekkür ederim indirim hediye çekleriyle ürün uygun fiyata geliyor ayrıca hediye gonderilen hafıza kartı tesekkurler,1
hediye çeki kampanyasıyla fiyatı uygun oluyorbence fiyatına göre oldukça iyi bir telefonekranı kamerası başarılıbatarya gücü hızlı şarj özelliği önemli artılarkısacası samsung kalitesi uygun fiyat batarya artısı bence kesinlikle tercih edilir,1
fiyat performans ürünüsamsung kalitesiinanın tereddütlerim vardı fiyata cihan muhteşem,1
telefon güzelşarjı uzun gidiyortasarımı harika,1
özellikleri fiyatı kıyaslandığı zaman başarılı bir cihaz 1 haftadır kullanıyorum bataryası uzun süre gidiyor ekranı güzel kesinlikle tavsiye ederim,1
telefonu ön siparişle aldım kısa sürede elime ulaştı telefonu eline aldığınızda ürünün kalitesini anlıyorsunuz bütün özellikleri bir yana muhteşem bataryasıyla sizi şarj makinesine bağlı yaşamaktan kurtarıyor 1 gün içerisinde bütün çabalarıma rağmen bataryayı bitiremedim telefon 724 elinizde olsa bile batarya 2 gün dayanıyor sırf özelliğiyle bile alınabilir,1
oncelikle hepsiburadaya tesekkur ederim ürünü fiyattan verdiği telefonda yer alan 5000 mah batarya istediğin kadar müzik dinle film seyret şarj bitmiyordamla çentik ekran olması işlemcisinin gayet hızlı olması özellikle batarya telefonu cazip kılan özelliklerin basında geliyorteşekkürler hepsiburada teşekkürler samsung,1
gayet güzel kullanışlı 2000 liranın altında alınabilecek güzel telefon diyebilirimgörüntüsü fullhd 32 gb depolama yetiyor artıyor bilehepsiburadadan aldığınızda indirim alışveriş çeki kazanıyorsunuz olsunha param var diyorsanız s10 plus alın zaman,1
cihazin ozellikle tasarimini bataryasini cok begendimkullanısıda gayet rahat ele oturmasi ozellikleri fiyatina gore gayet iyi isinma yok parmak izi hizli okuyor kisacasi tavsiye ediyorumkaliteyi uzakta aramayın,1
fiyata performansı iyi kesinlikle tavsiye ederim beğendik alacak olanlar düşünmesin derim,1
yorum yaparken dikkatli olun fiyat performans telefonu anlamında süper bence cihaz pil olarak güzel bence özelliği diğer herşeyin üstünde bence şekil bir telefon fiyatına göre bir amiral gemisi değil fiyatıda değil fiyatına göre harika bence,1
fiyatına göre ürün iyi,1
yeni nesil tasarımı geniş ekranı 5000 mah bataryası fiyata tam bir fiyat performans telefonu plastik yerine metal kasa olsaydı iyi olurdu zaman ağırlığı fiyatı artabilirdi,1
ürün beklediğimden kaliteli mükemmel bir şeçim yapmışım fiyata alınabilecek iyi tr garantili telefon,1
ürün ekran kalite boyutu olarak güzel kullanışlıürünün kamerası güzel çekimler yapıyor ürünün yanında 32 gb hafıza kartı hediye edilmişti alacak arkadaşlara ürünü tavsiye ederim fiyata göre güzel bir ürün,1
fiyata özelliklerde telefon gerçekten harika 5000mah pili 2 günü bitirmeye yetiyor ekranı gayet güzel kamerası fiyat harika kesinlikle tavsiye edebileceğim harika bir cihaz parmak izi okuyucusu hızlı hepsiburada ürünü stoklara girince hemen gönderdi teşekkürler,1
hepsiburadadan aldığım telefon elime geçen hafta ulaştıtelefon beklediğimden iyi çıktıçok şık duruyortelefonun şarjı iyifiyat performans olarak alınabilecek bir telefon,1
ekranı parlak olmasada bataryası fiyat performans ürünü olmaya aday samsung marka değeri bence alınıp kullanıcıları mutlu edecek bir telefon tavsiye ederim ayrıca hafıza kartı teşekkür ederim,1
bence fiyat performans ürünü beğendim gerçekten ekranı olsun şarj kapasitesi olsun iyi orta segment iyi bir telefon kullanım amacına göre tercih edebilirsiniz,1
rekabet çıkarıldığını düşünüyorum gayet şık üretilmiş dahili hafıza 32 olması iyi batarya zaten 10 numara ben 2 adet aldım birisi eşime birisi bana tabiki mavi bana mavi ayrı bir güzel olmuş hb dan gelecek çekleri düşününce iyi varsın hepsiburada,1
ürünün fiyatına göre performansı harika eline ilk aldığında üst segment bir telefon havası var tabi üst segment bir telefon değil parasının hakkını veriyor kampanyalarla fiyata telefonu bize sunan hepsiburadaya teşekkürler,1
arkadaşlar merhaba cihazı yaklaşık bir haftadır kullanıyorumcihaz gayet hızlı donma yok ısınma yok şarjı uzun süre gidiyor ekran gayet iyi olumsuz yorumları dikkate almayın derim fiyat performans açısından kıyaslandığında bence uygun ayrıca samsung markası önemlidir düşünüyorum,1
ürün beklediğimden şık çıktıaçıkçası büyük boyut telefon kullanan olarak 6 44 ınch telefon beklentime yetti5000 ma pil bence yeterlitek sıkıntısı su alıp almayacağıbir arkadaşımdan hususta yorum duymuştumbendekinde anda sıkıntı yokhepsiburada sayesinde uyguna mallettiğim şanslıyım sanırımteşekkürler,1
boyutu ideal tft ekranı kullanımda farketmiyorsunuz şarjı bitmek bilmiyor oyun performansını denemedim orta yaş üstü ablama model yükseltmek aldık yanında 32 gb hafıza kartı hediye geldi söz verilen zamandan erken geldi orta kademe bir kullanıcı binlerce liralık bir telefon almaya gerek yok telefon ihtiyacını karşılar,1
samsungun iyi cihazı bence fiyat fayda olarak iyisi ekran mükemmel herkese tavsiye ederim,1
tasarım özellikler bitmeyen pil gün içinde şarj aleti taşımaktan bıkanlar yapılmış günümüzün teknolojik telefonu 24 saattir ilk şarjı kullanıyorum internet video whatsup herşeyi fazlasıyla kullanıyorum tek eksisi nfc ödemeyi desteklememesi onu dert etmiyorsanız tereddüt etmeden alınasla pişman olmazsınız,1
ürün on numara beş yıldız tam bir idaretenlik telefon beklentilere girmeyin süper telefon,1
fiyat performans olarak başarılı,1
fiyata böyle bir cihaz süper fiyatına diyen j7 prime kullansın ekranı kotü diyen iphone kullansın bırakın kullanırız cihaz şekli süper pili efsane olsun,1
telefonu hepsiburada farkıyla indirimli aldım yanında 250 hediye çeki var olsun şarjı hemen hemen bitmiyor ekran kalitesi gayet iyi iyi bekliyorlar anlayamadım plastik kasa yerine metal kasa olsa iyi olurdu benim ömürlük bir telefon,1
beklediğimden iyi çıktı fiyat fayda karşılaştırması yaptığınız piyasadaki emsallerinden iyi aldım memnunum tavsiye ederim,1
fiyat kariılığı olan guncel teknolojik gelişemleri uygun fiyata almak istiyorsanız bence gayet uygun bir ürün onemlisi benim pil kullanmaya başladıgımdan beri tam sarj kullanmamam ragmen yaklasık 25 gun sarj etmeden kulandım,1
telefon güzel herkese tavsiye ederim ayrıca yanında 32gb hafıza kartı yollamışlar sınıfının lideri 5000mah batarya kamera iyi çekim yapıyor,1
bende eşime aldım önceki telefonu galaxy j7 primedı başta beğenmedi kullandıkça artıalrını farketti şimdi memnun özellikle resim çekim özellikleri batarya kapasitesi büyük ekranı hızlı olması artı yanları,1
ürünü ön sipariş aldım özellikle bataryasının büyük olması tercih sebebim oldu tam bir fiyat performans canavarı olmuş bataryası 2 gün rahat gidiyor tam benim ihtiyaçlarına uygun bir ürün,1
cihazı ön siparişle aldım hepsiburada samsung türkiyeye teşekkürlerimi iletiyorum zira yaptıklara kampanyayla cihazı güzel bir fiyata almış oldum kendim aldım yakınlarıma aldırdım onlar memnun kaldı anda piyasaya çıkan yeni model telefonların içinde fiyat performansı yüksek olan cihaz 5000 mah pili 3 kata kadar hızlı şarj desteklemesi takdire şayan bunu pil kapasitesine rağmen gayet kabul edilebilr boyutlarla sağlaması ayrıca bir tasarım başarısı günümüzün büyük sorunlarından olan pil sorununu ortadan kaldırırken gayet büyük ekranda yükün altından kalkabilecek işlemci gücüyle saylıyor olması cihazı tercih etmemizdeki sebepler,1
telefonu ilk sipariş verenlerdenim hepsiburadanin iyi bir indirimi ayrıca sürpriz 32gb hafıza kartı hediyesi teslim aldımteslim süresi burada servisi zamanki süperditelefona gelince tam bir fiyat performans ürünü fiyata alınabilecek piyasada olan iyi alternatif sadece telefonun kasası plastik olmasa iyi olurdu,1
fiyatperformans açısından gayet yerinde bir ürün özellkle ekran kalitesini beğendim hız olarak dikkate değer bir hızı var noktada diyebilirim fiyata alabileceğiniz iyi telefonlardan bir tanesi alan arkadaşlara şimdiden hayırlı olsun,1
fiyata alınacak güzel telefon ekran tasarımı şık ben beğendim,1
telefonu bende hepsiburada dan aldım cihaz beklediğimden iyi ekranı kamerası beklediğimden iyi çıktı distribitör garantisi tasarımı bataryası fiyat performans ürünü diyebilirim hepsiburada samsungwa türkiyeye teşekkürler,1
maliyetine göre gayet başarılı ürün yaklaşık bir haftadan beri kullanıyorum gerek ekranı gerekse şarj süresi beklediğimden iyi diğer özellikleri birlikte değerlendirme yapıldığında fiyata alınabilecek iyi telefonlardan ayrıca hediye 32 gb hafıza kartı çekle beraber tatmin edici bir alıveriş oldu benim hepsiburada samsung işbirliği bizi memnun etti,1
yorumlara baktığımda dedim telefon gelince kadar isabetli bir seçim yaptığımı anladım hele şarzı 3 4 gün arası kullanıma göre gidiyor saniye telefon elinde olanlardan değilim kısacası memnunum herkese tavsiye ederim,1
telefon iyi iyi derecede ekran gövde oranı mevcut bataryası 3 gün dayandı bana sosyal medya fazla takılmıyorum teşekkürler hepsiburada,1
telefonu anneme aldım gerçekten memnunuz kaliteli bir telefon kullandığınızı anlıyorsunuz herkeze gönül rahatlığı tavsye ederim bataryası efsane,1
ben ürünü eşim almıştım ürün beklediğimden iyi çıktı ürünü alırken beklediğinize iyi karar verin kullanıcılara bakıyorum 1500tl 2000tl bandındaki ürünlerden anormal şeyler bekliyorlar ben samsung kalitesine hepsiburadaya güvenerek ürünü aldım kesinlikle pişman değilim ürünün fotoğraf çekme kalitesi tatmin edici ekran parlaklığı boyutu bizim hoşumuza gitti tam fiyatının telefonu diyebilirim bataryası büyük avantaj öyle gün şarj isteyen bir telefon değil teknoloji gün önümüze yeni bir seçenek sunuyor alternatif mutlaka olacaktır işlemciye belleğe falan takılırsanız zaman diğerine üstün çıkacak yüzden düşünmeden telefonu tercih edebilirsiniz derim,1
cihaz hızlı bir şekilde elime ulaştıtam bir fp cihazıbu fiyata alınabilecek iyi telefonyillardir hepsiburadadan alış veriş yaparımfozunuz kapalı sipariş verebilirsinizşindiye kadar beni üzmedilertesekur ederim,1
bence ürün son derece harika özelliklere sahip kamerası muhteşem xiaomi huawei yanında halt etmiş takılma yok pubge kasma donma yok kamerasına birde ekranına bayıldım parmak izi harika birde samsung garantisi altında mükemmel aldım kullanıyorum hayran kalıyor herkes,1
telefon elime geçtiçok memnun kaldım şarjı güzel boyutu güzel hafıza hafıza kartı taktınmı yeteralacak olanlara şimdiden hayırlı olsun memnun kaldım,1
fiyata gerçekten mükemmel bir telefon ilk başta tereddütlerim vardı fakat görüntüsü ekranı kamerası şarjı bence fazla fiyat vermeye gerek yok harika bir telefon,1
harika kamera kasa kalitesi guzel pil güzel,1
mükemmel bir telefon herkese tavsiye ederim camera muhteşem,1
cihaz beklediğimizden iyi fotoğraf batarya ömrü gayet güzel eşdeğer özellikli cihazlar bundan pahalı tasarımda gayet yerinde,1
samsung modelde olduğu modelde tasarımda iyi özellikleri düşük falan demişler fiyatına göre karşılaştırılan markalar xiomi huawei meizu 2sınıf markalar kadar güvenebilirsiniz ayrıca fiyatına göre tipi oldukça zengin duruyor dünyada 2 tane telefon markası vardır apple diğeri samsung,1
arkadaşlar bence fiyatına göre harika bir ürün indirimlerle birlikte tabi ben 250 tl hediye çekine ek 250 tl sepette indirim vardı zaman almıştım cihaza gelecek olursak 5000 mah batarya efsane normal kullanımda 2 gün gidiyor kadar zorlarsan zorla azından günü çıkarır kamera konusunda bişey diyemicem resim çekmeyi pek sevmem ısınma problemi yok tasarım ekranı on numara tft ekran olmasına bakmayın amoled ekrandan farkı yok güneşin altında bile video izletiyor 3 gb ram yetersiz diyen arkadaşlar takmayın kadar cihaz gayet hızlı oyun performansı gayet güzel alacak arkadaşlara tavsiye ederim,1
plastik olmasının nedeni telefon görüşmesini sık yapan baş sar değeri aşırı düşük gayet başarılı sarradyasyon değeridir mi 8 lite kıyaslayınca mi8 iyi sar değeri 3kat yüksek gelecekte doğacak çocuğunuzun kendi beyninize zarar vermek istiyorsanız mi8 tabikide alabilirsiniz vücüt sar değerleri 2 telefon neredeyse tam denk kamera çözünürlüğü ideal ben kusursuz yakışıklı güzel biriyim diyen 20mb seçsin nedenle selfie kamerası düşük olmalı 13mb ideal plastiği yumuşak plastik olduğundan elinizden kayma sorunu olmayacaktır telefonu almak isteyenler 64gb olanı bekleyin 32gb lık olanın fiyatının düşmesini bekleyın dolar kuruna telefonun alınma sayısına dıkkat edin yoksa nokia lumia bir yerde bulamayabilirsiniz,1
öncelikle ekran pls tft vazgeçenler ekran görünümü mükemmel benim diğer telefon s5 neo süper amoled ekrandan net ayrıca ekran kasa oranı müthiş centik güzel yakışmış telefonun görünümü güzel kötü yanı biraz ısınma oluyor fiyatı telefonun özelliklerine göre uygun 250 tl özel indirim olması uygun oldu ipone özellikteki telefonu olsa 5 kat fiyata satılır buna fiyatı pahalı diyenler var maliyetinin 5 katı fiyata satılan ipone pahalı demiyorsunuz,1
urun cok guzel zamaninda geldi hafiza karti hediyesi var cok tesekkurler,1
ürün kadar para etmez ekranı kötü hafızası yetersiz diyenler oluyor ekran yapısı tftpls ekrandır samsung yeni teknolojisi ekran yapı itibari parlaktır ıps teknolojisi gibidir hafıza herkes yetebilecek düzeydedir bataryası 5000mah dir günlük işlerinizi oyun müzik dinleme aktivitelerini tamamen karşılayacaktır ben arkadaşım aldım ilk başta tedirginlik vardı teslim alınca iyi bir karar verdiğimizi farkettik herkes beğendi,1
exynos islemcileri bilmeyenler eski filan demis s636 ayarinda yeni nesil islemcisi var ekrani gormeden kotuleyenler ips ekranli modellerden bile iyi ekrani soyleyeyim batarya samsung optimizasyonu zaten rakipsiz yapiyor modeli kisacasi cok duzgun bir model alan pisman olmaz plastik kisimlari moral bozacaktir ayrica çinlileri kadar ovmeyin iyi niyetli olmayan bir toplum,1
